name,comp_name,long_desc,,,,,,,,,,,
health care,SweetBio,"By the year 2027, 200 million Americans will suffer from tooth loss. Without proper treatment, bacteria growth may cause oral infections which can serve as a gateway to diabetes, heart & lung disease, and even death. We have created a patent-pending dissolvable membrane used in oral surgery that leverages our “sweet” ingredient - honey. While honey is used in hospitals today to treat burns and ulcers, we are the first company to leverage this naturally antibacterial and wound-healing ingredient in oral procedures.",,,,,,,,,,,
health care,Venus Concept,"Venus Concept is a progressive thinking company driven by their passion to create cutting edge technologies and products. While resting on strong ethical morals, they push boundaries in order to create new standards in the medical aesthetics industry.

Led by a team of experienced executives and researchers, world renowned for their achievements in the medical aesthetics industry, Venus Concept is delivering the promise of a more effective, more pleasant and more profitable experience.",,,,,,,,,,,
health care,Yoopies,"With more than 2 000 000 caregivers in Europe, Yoopies aim is to help families to find quality caregivers safely and efficiently. The platform offers a comprehensive service, including online payment and automated administrative procedures. Yoopies leveraged the B2C model to build a B2B solution (YoopiesAtWork) for companies to improve the work life balance of its employees and has more than 20 clients (Société Générale, Publicis, SNCF, Agnès B, …).",,,,,,,,,,,
agriculture and farming,AgriLedger,"AgriLedger is a mobile app that records and transacts incorruptible truth. It is a complete framework of integrated services for delivering an even playing field to farmers and co-ops. This solid framework of trust allows everyone to know they are working, buying, selling, and sharing things according to a cryptographic “Book of Truth” that is utterly incorruptible.",,,,,,,,,,,
health care,AiCure,"AiCure's intelligent medical assistant, IMA, leverages a visual recognition platform to monitor patient progress. IMA provides visual dose confirmation, interactive patient support and engagement, and visual diagnostic capabilities. The platform has been validated to improve patient behavior in randomized controlled trials.

In clinical research, AiCure is increasing the probability of trial success and introducing more objective clinical endpoints. In population health, AiCure is enabling intelligent decision-making and improving health outcomes.

By 2020, there will be a one million nurse shortage in the US. AiCure is striving to help fill this gap. In clinical research, approximately one quarter of clinical trials fail due to a lack of patient oversight, contributing to over $40 billion in annual losses. AiCure is seeking to accelerate better medications into the market.",,,,,,,,,,,
health care,Allurion Technologies,Allurion Technologies is developing a medical device for weight loss that can be delivered and removed without surgery or endoscopy.,,,,,,,,,,,
health care,Biovotion,"Biovotion has developed an accurate, wearable sensing technology, that allows for medical-quality vital sign monitoring (VSM) in daily life.

The platform combines medical-quality VSM with design, wearability, convenience, and prices of the consumer market.

The system (multi-sensor platform plus sophisticated algorithms) is intergrated into cloud infrastructures to provide users with data on par with standard hospital systems and can be stepwise expanded with additional physiological parameters. Current parameters include heart rate, blood oxygenation, blood perfusion, temperature and movement/activity. The first VSM generation is also expected to include heart rate variability, respiratory rate, energy expenditure, and sleep and stress monitoring.
 
The management team is internationally recognised for its expertise in wearable monitoring.

The company holds a broad IP portfolio.",,,,,,,,,,,
sports,Biovotion,"Biovotion has developed an accurate, wearable sensing technology, that allows for medical-quality vital sign monitoring (VSM) in daily life.

The platform combines medical-quality VSM with design, wearability, convenience, and prices of the consumer market.

The system (multi-sensor platform plus sophisticated algorithms) is intergrated into cloud infrastructures to provide users with data on par with standard hospital systems and can be stepwise expanded with additional physiological parameters. Current parameters include heart rate, blood oxygenation, blood perfusion, temperature and movement/activity. The first VSM generation is also expected to include heart rate variability, respiratory rate, energy expenditure, and sleep and stress monitoring.
 
The management team is internationally recognised for its expertise in wearable monitoring.

The company holds a broad IP portfolio.",,,,,,,,,,,
health care,Blueprint Genetics,"Blueprint Genetics provides genetic diagnostics of rare diseases based on Next-Generation Sequencing (NGS).

The professional genetic tests are targeted for hospitals and research groups. Blueprint Genetics aims to disrupt the market by decreasing the price level of genetic diagnostics significantly while increasing quality and adding clinical insight to the results statements.

The tests are based on a novel NGS method called OS-Seq:tm: that was developed in the Stanford University.

The product roadmap of the company covers a long list of diagnostics for different hereditary diseases. The currently available products cover relevant rare hereditary cardiovascular diseases, such as cardiomyopathies, arrhythmias and aorta diseases.

The company is based in Helsinki, Finland and has an office also in Los Angeles, CA.",,,,,,,,,,,
health care,Chronometriq,"Since 2012, we invested our efforts towards creating a simpler and easier to use SaaS platform for healthcare professionals. Already used by more than 1.2 million patients, our technology is the best choice to optimize operations.

Discover our productivity solutions : Online Appointment Booking, Automated Appointment Reminders, Medical Self-Service Kiosk and Smart Wait.

Our business solutions integrate seamlessly with existing systems.
Quick installation and full on-boarding support.

Chronometriq is redefining the patient - healthcare professional relationship.

Nous sommes six jeunes entrepreneurs dotés de formations spécialisées en informatique, marketing, médecine et finance qui font de nous une équipe diversifiée et très efficace. Notre expertise dans le domaine des télécommunications, au près des cliniques médicales et au niveau entrepreneuriale a été acquis grâce a des partenariats, des contacts et un effort constant pour atteindre les objectifs fixés.",,,,,,,,,,,
agriculture and farming,Conservis,"Conservis provides farm management software to help you see your operation from the dirt up.  Track field activities, manage inventories and analyze yields.  The Conservis platform connects your information to manage your progress today and harvest opportunities ahead.  

Conservis started when four farmers asked our founders for help with workflow management.  That was five years ago.  Today, the Conservis system is used by the most successful agricultural producers to make informed business decisions.   It is trusted to manage over $8 Billion in land, equipment and crop assets at all stages of production to improve bottom-line performance.",,,,,,,,,,,
sports,Cycle.Land,"Here at Cycle.land, we are creating a community of bike sharers. We wish to connect people who need a bike with people who have an available bike. Those who share their bikes with others can easily generate a bit of extra money. I trust you know how to spend it wisely :) (coffee and cake anyone?) Not only bikes are an awesome way to get around, there is an added benefit of meeting people who are passionate about cycling, sharing and traveling. 

You can join Cycle.land wherever you are! I mean it - whether you are in Siberia or Hawaii - Cycle.land is open to you. We will celebrate and get excited about every place. 

That being said, at the moment all eyes are on Oxford. Here, we wish to create a tight knit community of bike sharers. We are supported by the University of Oxford which is excited about us creating a vibrant social marketplace of students, residents, bike shops, visitors and tourists happily sharing their bikes with one another.",,,,,,,,,,,
privacy and security,Darktrace,"Darktrace is an artificial intelligence company for cyber security. Created by mathematicians, the Enterprise Immune System uses machine learning and AI algorithms to detect and respond to cyber-threats across diverse digital environments, including cloud and virtualized networks, IoT and industrial control systems. The technology is self-learning and requires no set-up, identifying threats in real time and updating its understanding as the environment changes.
 
By applying its unique machine learning, Darktrace has identified 63,500 previously unknown threats in over 5,000 networks, including zero-days, insider threats, and subtle, stealthy attacks. With 620 employees in 32 offices and dual headquarters in San Francisco and Cambridge UK, Darktrace was named 'Most Innovative Security Company of the Year 2017,' 'Bloomberg Innovator,'​ and 'GSN Homeland Security'​ award winner. The company's valuation is $825 million and its investors include Invoke Capital, Talis Capital, Hoxton Ventures, Summit Partners, KKR, Softbank, TenEleven, Samsung Ventures, and Insight Venture Partners.",,,,,,,,,,,
privacy and security,Entefy,"We are Entefy, a David-size company with Goliath-size ideas about the future of interaction and how technology can enhance communication rather than getting in the way. We are introducing the first universal communicator—a smart platform that uses advanced artificial intelligence to help you seamlessly interact with the people, services, and smart devices in your life—all from a single application that runs beautifully on all your favorite devices. Our core technology combines digital communication with ground-breaking computer vision and natural language processing to create a lightning fast and secure digital experience for people everywhere.",,,,,,,,,,,
health care,Evelo Biosciences,"Evelo Biosciences is dedicated to improving the lives of patients globally through the development of a new modality of medicines – monoclonal microbials. Monoclonal microbials are orally delivered medicines that modulate systemic immunology and biology through direct interactions with human cells in the gut. These new medicines are broadly applicable across many diseases – including autoimmune, immunoinflammatory, metabolic, neurological, neuroinflammatory diseases and cancer. Monoclonal microbials have the potential to fundamentally change traditional models of drug discovery and development. By finding and selecting naturally occurring monoclonal microbials with defined therapeutic effects, Evelo can improve the speed, cost and success of drug discovery and development. Evelo’s platform enables pharmacological intervention at all stages of disease with naturally occurring, safe and effective monoclonal microbials. Evelo Biosciences was conceived and created within VentureLabs®, Flagship Pioneering’s institutional innovation foundry, and launched by Flagship in 2015.",,,,,,,,,,,
health care,ExoAtlet,"ExoAtlet make medical exoskeletons to help with patient rehabilitation. 

ExoAtlet® I is a medical exoskeleton designed for the rehabilitation of patients with locomotive impairments to their lower limbs sustained as the result of an accident, an operation or illness of the locomotive system or nervous system. Its main applications are for the restoration of impaired locomotive functions and the compensation of lost functions.",,,,,,,,,,,
health care,Gencove,We make genomics affordable and accessible through a cost-effective low-coverage whole genome sequencing technology and tools that connect developers and researchers with users.,,,,,,,,,,,
health care,Genoox,"Genoox develops and provides a cloud based big data platform for storing and managing genomic data. Its platform allows medical experts to provide genetic diagnostics and personalized treatments to their patients. 

Amir Trabelsi and Moshe Einhorn founded Genoox in 2014, with its headquarters in Palo Alto in California.",,,,,,,,,,,
health care,Healthify,"Healthify’s SaaS platform helps managed care plans address the social needs in their population to reduce costs, boost quality metrics, and improve case management. 

1/5th of Medicaid spending is impacted by the social needs of patients (food, housing, mental health, etc). However, case managers are understaffed (1:5,000) and rely on paper based workflows, making it tough for plans to address these needs and meet certain quality metrics. 

The Healthify platform addresses these pain points systematically. First, a dynamic screening tool is deployed to assess a patient's social needs and identify who is most at risk. The platform then takes this data and refers patients to the best resources for their needs and automates the follow up process via interactive texts. This information is then relayed back to the case manager in a population dashboard making case management easier.",,,,,,,,,,,
privacy and security,HyTrust,"HyTrust was founded by veterans in the enterprise infrastructure and security space who recognized early on not only that virtualization and the cloud were going to dramatically transform the data center, but also that security would be a critical inhibitor to cloud adoption.

The mission behind HyTrust has always been to mitigate the risk of catastrophic data center failure and data breaches — especially in light of the concentration of risk that occurs within virtualized and cloud environments. Organizations can now confidently expand virtualization to mission critical applications and take full advantage of the cloud.

HyTrust has assembled a world-class team of company builders and innovators and has earned venture backing from the biggest players in the next-generation datacenter: Cisco, VMware, Intel, Fortinet, and In-Q-Tel, the funding arm of the US intelligence community.  Further venture investment has come from highly respected firms such as Trident Capital, Sway Ventures, Epic Ventures, Advanced Venture Partners and Granite Ventures.  ",,,,,,,,,,,
health care,Innovative Wellness Solutions,Innovative Wellness Solutions offers comprehensive population health management with a human at the center of every interaction.,,,,,,,,,,,
sports,Innovative Wellness Solutions,Innovative Wellness Solutions offers comprehensive population health management with a human at the center of every interaction.,,,,,,,,,,,
sports,machtfit,"machtfit GmbH is a health wellness and fitness company based out of Schwedter Straße 8/9a, Berlin, Berlin, Germany.",,,,,,,,,,,
health care,machtfit,"machtfit GmbH is a health wellness and fitness company based out of Schwedter Straße 8/9a, Berlin, Berlin, Germany.",,,,,,,,,,,
privacy and security,Nok Nok Labs,"Nok Nok Labs, Inc., based in Palo Alto, CA, was funded in November 2011 to transform online authentication for modern computing. The company is backed by a team of security industry veterans from PGP, Netscape, PayPal & Phoenix, and have a deep experience in building Internet scale security protocols and products.  The company’s ambition is to fundamentally transform authentication by enabling end-to-end trust across the web using authentication methods that are natural to end-users and provide strong proof of identity.  Their solutions will remediate and unify the authentication silos that exist today, and provide organizations with greater flexibility to utilize strong authentication solutions in adaptable ways.   Nok Nok Labs' technology solutions will allow companies to scale their authentication systems to meet the challenges posed by the rapid growth of users utilizing different Internet-connected devices, performing a wide range of online transactions.
Learn more in this analyst interview with Phillip Dunkelberger, President and CEO: https://vimeo.com/129322341",,,,,,,,,,,
privacy and security,Aerial Technologies,"Aerial uses AI to analyze disruptions in WiFi networks, extract data, and ultimately give meaning to motion, without requiring additional hardware, wearables or cameras. With our Wi-Fi motion analytics SaaS, customers have access to new revenue streams with a minimum investment. Our customers also gain from accessing end-user actionable data to help them make better business decisions. We aim at becoming the wireless standard for smart motion detection through continuous innovation, passion, and inventiveness for the smart home, home care, security, and healthcare. Aerial’s headquarters is based in Canada; we also operate from two regional offices in the USA and in Europe.",,,,,,,,,,,
health care,Aerial Technologies,"Aerial uses AI to analyze disruptions in WiFi networks, extract data, and ultimately give meaning to motion, without requiring additional hardware, wearables or cameras. With our Wi-Fi motion analytics SaaS, customers have access to new revenue streams with a minimum investment. Our customers also gain from accessing end-user actionable data to help them make better business decisions. We aim at becoming the wireless standard for smart motion detection through continuous innovation, passion, and inventiveness for the smart home, home care, security, and healthcare. Aerial’s headquarters is based in Canada; we also operate from two regional offices in the USA and in Europe.",,,,,,,,,,,
health care,Arcatron Mobility,"Arcatron Mobility is a medical device startup focused on designing and selling innovative products to enhance lives of people with limited mobility. Arcatron was founded by four engineers of NIT Calicut in June 2015 with a moto of Purpose Driven Innovation.

The company has a focus on India’s 1/3rd of 110 million+ elderly citizens needing assistance in carrying out activities of Daily Living (ADL’s) like bathing, toileting, walking.  Demand for mobility assistance is increasing due to the rapid rate of aging, spinal cord injuries and obesity. However, the mobility devices available in India are poor quality or unaffordable. Arcatron aims to fix this problem by building world-class mobility devices at affordable prices.

Arcatron Mobility has a vision to become domestic market leader in most competing categories and one of the world’s most trusted medical device brands by 2022.",,,,,,,,,,,
health care,Biognosys,"Biognosys believe that the decoding of the proteome will impact the life sciences more than the genome revolution a decade ago, and they strive to be the company that enables the routine analysis of proteomes in each research and clinical laboratory worldwide.

Biognosys offers a unique next-generation solution for precise quantification of large proteomes in biological samples. Their technology provides unprecedented depth and quality of protein expression data for more effective biomarker and drug-target discovery and validation.
Biognosys is a spin-off from the leading proteomics lab of Prof. Ruedi Aebersold, ETH Zurich.",,,,,,,,,,,
privacy and security,Deep Instinct,"Deep Instinct applies artificial intelligence’s deep learning to cybersecurity. Leveraging deep learning’s predictive capabilities, Deep Instinct’s on-device solution protects against zero-day threats and APT attacks with unmatched accuracy. Deep Instinct safeguards the enterprise’s endpoints and/or any mobile devices against any threat, on any infrastructure, whether or not connected to the network or to the Internet. By applying deep learning technology to cybersecurity, enterprises can now gain unmatched protection against unknown and evasive cyber-attacks from any source. Deep Instinct brings a completely new approach to cybersecurity enabling cyber-attacks to be identified and blocked in real-time before any harm can occur.

Deep Instinct USA is headquartered in San Francisco, CA and Deep Instinct Israel is headquartered in Tel Aviv, Israel.",,,,,,,,,,,
privacy and security,Entrupy,"Entrupy enables businesses to instantly authenticate high-value goods.

They can uniquely identify and authenticate any physical object, including highly transacted and counterfeited products.",,,,,,,,,,,
privacy and security,Flashpoint,"Flashpoint delivers Business Risk Intelligence (BRI) to empower business units and functions across organizations to make better decisions and mitigate risk. The company's unique Deep & Dark Web data, expertise, and technology enable our customers to glean intelligence that informs risk and protects their ability to operate. Fortune 500 and government customers utilize Flashpoint's intelligence across the enterprise, including bolstering cybersecurity, confronting fraud, detecting insider threats, enhancing physical security, assessing M&A opportunities, and addressing vendor risk and supply chain integrity. For corporations with limited experience availing themselves of Deep & Dark Web intelligence, Flashpoint has tailored offerings that deliver comprehensive reporting and monitoring on their behalf. Flashpoint is backed by Greycroft Partners, TechOperators, K2 Intelligence, Jump Capital, Leaders Fund, Bloomberg Beta, and Cisco Investments. 

For more information visit www.flashpoint-intel.com or follow us on Twitter at @FlashpointIntel. or email us info@flashpoint-intel.com or call us at 1-888-468-3598.",,,,,,,,,,,
privacy and security,Lastline,"Lastline, Inc. provides the best-in-class malware protection platform to detect and stop advanced persistent threats, zero-day exploits, and evasive malware. The company was founded in 2011 by world-renowned security researchers and creators of Anubis and Wepawet – malware analysis tools used by thousands of security vendors, enterprises, and government agencies worldwide. The company is headquartered in Redwood City, California, with offices in North America, Europe and Asia Pacific.",,,,,,,,,,,
health care,Revere,"Revere is an elite sports nutrition company, but our products are different - we use only natural ingredients, so you never have to choose between better performance and better health. With formulas designed to meet the demands of the world’s most elite athletes to the weekend warrior, our mission is to maximize human performance for everyone. Our delicious formulas - plant-based and with no sketchy ingredients - come in on-the-go, single serving packets. Revere is a direct-to-consumer company that delivers products straight to your door with a best-in-class customer experience.

Taking on the $82B nutritional supplement market, Revere has raised a $3.5M seed round from Lerer Hippeau, Brand Foundry, Sterling VC and a network of notable angels.

Revere is elite sports nutrition, powered by nature.",,,,,,,,,,,
sports,Revere,"Revere is an elite sports nutrition company, but our products are different - we use only natural ingredients, so you never have to choose between better performance and better health. With formulas designed to meet the demands of the world’s most elite athletes to the weekend warrior, our mission is to maximize human performance for everyone. Our delicious formulas - plant-based and with no sketchy ingredients - come in on-the-go, single serving packets. Revere is a direct-to-consumer company that delivers products straight to your door with a best-in-class customer experience.

Taking on the $82B nutritional supplement market, Revere has raised a $3.5M seed round from Lerer Hippeau, Brand Foundry, Sterling VC and a network of notable angels.

Revere is elite sports nutrition, powered by nature.",,,,,,,,,,,
privacy and security,RiskLens,"RiskLens is the leading provider of cyber risk management software. RiskLens helps Business Executives, Risk Officers, and CISOs manage cyber risk from the business perspective by quantifying cyber risk in dollars and cents. 

Forward-thinking organizations leverage RiskLens as their system of record for cyber risk for understanding their cyber risk exposure, prioritizing their risk mitigations, measuring the ROI of their security investments and optimizing their cyber insurance policies.",,,,,,,,,,,
health care,Solera Health,"Solera is a preventive care benefits manager that connects patients, payers, and physicians with a new class of non-clinical healthcare providers, simply and securely. Our technology integrates a diverse ecosystem of community organizations and digital providers to manage patient identification and referrals, reimbursement and payment, while supporting increased consumer engagement.

Solera helps consolidate highly fragmented programs and services into one integrated network allowing health plans and medical providers to increase consumer participation while lowering associated costs. In our role we proactively identify the “best fit” chronic disease prevention program provider based on each individual’s unique needs and preferences which has proven to have a significant impact on improved patient outcomes at a fraction of the cost of traditional medical care.

Every individual deserves an opportunity to achieve their full health potential. At Solera, we strive to make that goal a reality.",,,,,,,,,,,
health care,TypeZero Technologies,"TypeZero is leveraging more than 10 years of clinical trials, research, and innovation to develop the inControl Diabetes Management Platform to improve and simplify the lives of people with diabetes.",,,,,,,,,,,
health care,Wellframe,"Wellframe partners with leading health plans and providers to transform care management & patient engagement. Our mobile platform enables our partners to optimally leverage their existing clinical resources to provide patients with ongoing guidance and support when and where they need it. Wellframe's approach delivers improved patient experience, reduced medical spend and increased value-based revenue. We work hand-in-hand with our partners, taking a data-driven approach to evaluating performance and optimizing resource allocation for continuous improvement. For more information on Wellframe, visit http://wellframe.com.",,,,,,,,,,,
privacy and security,ZeroFOX,"ZeroFOX protects organizations from the risks introduced by social networking and digital communication platforms. In an age of constant connectivity and social sharing, users have become the primary target for the adversary. By continuously monitoring social platforms for cyber attacks, information loss, social engineering campaigns, account compromise and fraud, ZeroFOX protects organizations from the next generation of digital threats. Leveraging cutting edge technology and proven security practices, ZeroFOX provides both targeted protection and global insights into the world of social media threats.

ZeroFOX, based in Baltimore, MD, has collected a number of industry awards including being recognized as a SINET16 Champion, Security Tech Trailblazer of the Year, one of CRN’s Top 10 Security Companies, 2013 Maryland Cyber Company of the Year, Winner of Chesapeake Regional Technology Council 2014 Rising Star Award, ‘20 Most Promising Security Companies’ by CIO Review, and Daily Record’s ‘Innovator of the Year’.

To find out more information about ZeroFOX or to join our team, please visit: https://www.zerofox.com.",,,,,,,,,,,
health care,BloomAPI,"BloomAPI strive to democratize access to healthcare data. To unlock a future where all EMRs are interoperable and where vendors can't hold data hostage for their competitive advantage. They are helping to make healthcare technology easier by connecting patients, providers, and payers.",,,,,,,,,,,
agriculture and farming,FreshSpoke,"Wholesale buyers from restaurants, retail and institutions place orders using FreshSpoke's mobile or web app. Delivery is then arranged using FreshSpoke's shared delivery system that leverages the excess capacity that already exists in the food delivery system, giving commercial drivers, including local food producers, the ability to earn extra income delivering local food. The entire transaction is paperless; every aspect of the delivery from dispatch and routing, to arrival notification and order acceptance is handled on the driver’s smartphone. 

FreshSpoke is in the market and commercialized in Canada and the USA with a web app and three mobile apps. These include FreshSpoke buyers’ app, FreshDispatch app for Drivers and a consumer facing app called Local Food Champion that authenticates the source of local food served or sold by FreshSpoke buyers.",,,,,,,,,,,
health care,FreshSpoke,"Wholesale buyers from restaurants, retail and institutions place orders using FreshSpoke's mobile or web app. Delivery is then arranged using FreshSpoke's shared delivery system that leverages the excess capacity that already exists in the food delivery system, giving commercial drivers, including local food producers, the ability to earn extra income delivering local food. The entire transaction is paperless; every aspect of the delivery from dispatch and routing, to arrival notification and order acceptance is handled on the driver’s smartphone. 

FreshSpoke is in the market and commercialized in Canada and the USA with a web app and three mobile apps. These include FreshSpoke buyers’ app, FreshDispatch app for Drivers and a consumer facing app called Local Food Champion that authenticates the source of local food served or sold by FreshSpoke buyers.",,,,,,,,,,,
health care,iBeat,"Located in the heart of San Francisco, iBeat is a health tech startup empowering people to be fearless, explore, and live longer lives. The company has an experienced team comprised of several former Apple, Stanford, Intel, GoPro, and Practice Fusion veterans dedicated to building lifesaving technology. 

iBeat is currently building the largest emergency response network in the U.S., including a beautifully designed cellular smartwatch that continuously monitors users’ 24-7 heart activity. In a life-threatening emergency, iBeat will instantly alert the user, their loved ones, emergency responders, and its Heart Hero Network in real-time, helping ensure immediate care and potentially saving the user’s life.",,,,,,,,,,,
sports,iBeat,"Located in the heart of San Francisco, iBeat is a health tech startup empowering people to be fearless, explore, and live longer lives. The company has an experienced team comprised of several former Apple, Stanford, Intel, GoPro, and Practice Fusion veterans dedicated to building lifesaving technology. 

iBeat is currently building the largest emergency response network in the U.S., including a beautifully designed cellular smartwatch that continuously monitors users’ 24-7 heart activity. In a life-threatening emergency, iBeat will instantly alert the user, their loved ones, emergency responders, and its Heart Hero Network in real-time, helping ensure immediate care and potentially saving the user’s life.",,,,,,,,,,,
health care,LipoCoat BV,"LipoCoat is a spin-off company of the technical University of Twente (MESA+ nanotechnology institute). 

The revolutionary coating technology will make any (bio)material surface non-thrombogenic, non-fouling and resistant towards surface pollution of micro-organisms and proteins. The use of LipoCoat coatings can increase the performance, comfort and safety of your medical device or enhance research applications. In addition, LipoCoat provide a service to tailor coating properties and functionality to meet your demand.",,,,,,,,,,,
health care,Signature Market (Signature Snack Sdn Bhd),Signature Market is a direct to consumer natural & organic brand. Signature Market members can buy highest quality natural & organic products at wholesale prices. Signature Market is operating in South East Asia.,,,,,,,,,,,
agriculture and farming,Spira,Spira grows microalgae with food technology that enables nutrition anywhere effortlessly while absorbing carbon from the atmosphere.,,,,,,,,,,,
health care,Spira,Spira grows microalgae with food technology that enables nutrition anywhere effortlessly while absorbing carbon from the atmosphere.,,,,,,,,,,,
health care,Actinobac Biomed,"Actinobac Biomed focuses on the development of pharmaceutical technologies derived from agents that target Leukocyte Function Antigen-1 (LFA-1). 

The company's lead product, Leukotoxin, is a bacterial toxin that specifically targets white blood cells. In addition to its use as an effective targeted therapy agent for the treatment of hematologic malignancies, abundant evidence in literature suggests that Leukotoxin, or a derived product, can effectively be used to treat infectious diseases such as HIV/AIDS and tuberculosis, as well as many autoimmune diseases including rheumatoid arthritis, multiple sclerosis, Crohnâ€™s disease, type 1 diabetes, Lupus and psoriasis. 

Therefore, the company will direct its efforts in three strategic areas. The first, and highest priority, is the development of Leukotoxin as a protein therapeutic for the treatment of hematologic malignancies. The second will focus on the use of Leukotoxin and derived therapeutic peptides or mimetics for the treatment of significant diseases other than hematologic malignancies, including infections and autoimmune diseases. The third area represents an early-stage drug discovery program with Magellan BioScience that will maintain a healthy pipeline of novel therapeutic agents.",,,,,,,,,,,
health care,"Double H, Inc.","Double H is a start-up venture based in Seoul, Korea. Double H aims to provide differentiated wearable health-care devices by combining light therapy technology with ICT technology. We developed and extended the use of LED technology devices, which previously has been utilized mainly for medical purposes, to personal devices not only with very sophisticated and creative design, but also with safety and differentiated functions. We also integrated ICT technology by adding a sensor to the device.",,,,,,,,,,,
health care,Hacarus,"Hacarus is an AI/tech startup based in Kyoto, Japan. It was founded in 2014 by Kenshin Fujiwara, an entrepreneur with over a decade of experience involving three previous startups. Hacarus is focused on providing solutions in medical equipment/research and manufacturing/industrial optimization and defect detection. The company provides both SaaS (Service as a Software) and embedded (including FPGA) solutions for these areas. What makes Hacarus different is its commitment to small data and cutting-edge techniques involving sparse modeling to drive its AI technologies, as opposed to the saturated big data and deep learning space many competitors operate in.",,,,,,,,,,,
sports,Hacarus,"Hacarus is an AI/tech startup based in Kyoto, Japan. It was founded in 2014 by Kenshin Fujiwara, an entrepreneur with over a decade of experience involving three previous startups. Hacarus is focused on providing solutions in medical equipment/research and manufacturing/industrial optimization and defect detection. The company provides both SaaS (Service as a Software) and embedded (including FPGA) solutions for these areas. What makes Hacarus different is its commitment to small data and cutting-edge techniques involving sparse modeling to drive its AI technologies, as opposed to the saturated big data and deep learning space many competitors operate in.",,,,,,,,,,,
agriculture and farming,Hargol FoodTech,"Hargol FoodTech is the world's first commercial grasshopper farm!
Grasshoppers are nature's most efficient protein source.

Hargol FoodTech revolutionize the protein ingredient industry by providing a healthier and more sustainable and affordable alternative, becoming the leading intensive rearing company of grasshoppers in the world. The company is at the forefront of high quality nutrients and healthy grasshoppers supply to markets around the world, improving current market wild-harvested supply by providing year-round availability, nutrients content & quality and costs reduction.

For its first line of products, Hargol FoodTech relies on methods and technologies of intensive breeding and growing of three grasshopper species that are processed into protein powders. The company is offering grasshopper based protein ingredient in North America markets to food/ingredient manufacturers and whole grasshoppers.

Hargol FoodTech have thus far been attracting the interest of distributors and retailers in the North America, Europe and other regions of the world with a grasshopper’s nutrient-rich powder. Entire first available batch of grasshoppers is expected by early 2018 and has already been reserved for purchase by a North American companies.

With the expected 70% rise in demand for animal source protein over the next decades and with existing animal source protein taking a big toll on the environment there is a need for an alternative – Both sustainable and affordable for populations around the globe.

Enhanced by their vegetarian diet grasshoppers’ nutrient content is superior compare to other insects or animal source protein: Up to 70% whole protein, 7% fatty acids (omega-3 & omega-6), B12, Zinc, Iron, & Folic acid. Grasshoppers are also the only Kosher and Halal insect in the world!",,,,,,,,,,,
health care,Hargol FoodTech,"Hargol FoodTech is the world's first commercial grasshopper farm!
Grasshoppers are nature's most efficient protein source.

Hargol FoodTech revolutionize the protein ingredient industry by providing a healthier and more sustainable and affordable alternative, becoming the leading intensive rearing company of grasshoppers in the world. The company is at the forefront of high quality nutrients and healthy grasshoppers supply to markets around the world, improving current market wild-harvested supply by providing year-round availability, nutrients content & quality and costs reduction.

For its first line of products, Hargol FoodTech relies on methods and technologies of intensive breeding and growing of three grasshopper species that are processed into protein powders. The company is offering grasshopper based protein ingredient in North America markets to food/ingredient manufacturers and whole grasshoppers.

Hargol FoodTech have thus far been attracting the interest of distributors and retailers in the North America, Europe and other regions of the world with a grasshopper’s nutrient-rich powder. Entire first available batch of grasshoppers is expected by early 2018 and has already been reserved for purchase by a North American companies.

With the expected 70% rise in demand for animal source protein over the next decades and with existing animal source protein taking a big toll on the environment there is a need for an alternative – Both sustainable and affordable for populations around the globe.

Enhanced by their vegetarian diet grasshoppers’ nutrient content is superior compare to other insects or animal source protein: Up to 70% whole protein, 7% fatty acids (omega-3 & omega-6), B12, Zinc, Iron, & Folic acid. Grasshoppers are also the only Kosher and Halal insect in the world!",,,,,,,,,,,
health care,HealthEdge,"HealthEdge® provides modern, disruptive technology that delivers for the first time, a suite of products that enables healthcare payors to leverage new business models, improve outcomes, drastically reduce administrative costs and connect everyone in the healthcare delivery cycle. Our next-generation enterprise product suite, HealthRules®, is built on modern, patented technology and is delivered to customers via the HealthEdge Cloud or on-site deployment. We enable our customers to radically innovate, drastically reduce costs, and efficiently address the business imperatives of the evolving healthcare economy.
 
HealthEdge was founded by Albert Waxman of Psilos Group and Rob Gillette in December, 2004. In January, 2005, the company acquired over $125 million in intellectual property and other assets. This technology served as the foundation for the patented, award-winning HealthRules product suite. In December, 2012, HealthEdge acquired Click4Care, Inc., a care management and utilization management software company, adding next-generation clinical capabilities to the award-winning HealthRules product suite.
 
HealthEdge is headquartered in Burlington, MA and maintains an R&D center in in Powell, OH.",,,,,,,,,,,
health care,Imsight Medical,"Imsight Medical focuses on developing artificial intelligence-assisted medical imaging analysis tools. The company's products use computer medical image analysis and AI to provide accurate diagnosis and treatment programs, reducing the time doctors need to spend on cumbersome, repetitive work.",,,,,,,,,,,
